"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","8","0.0-0.0","610063614e6ba35532307dda","bdp_sd","Mon Mar 27 2023 14:38:52 GMT-0400 (Eastern Daylight Time)","372730","","","","","","","","","","","","","","","","","",""
"","","","","610063614e6ba35532307dda","bdp_sd","Mon Mar 27 2023 14:38:52 GMT-0400 (Eastern Daylight Time)","372730","blur","1","128399","blurevent","1","","","","","","","","","","","","",""
"","","","","610063614e6ba35532307dda","bdp_sd","Mon Mar 27 2023 14:38:52 GMT-0400 (Eastern Daylight Time)","372730","focus","1","146098","focusevent","","","","","","","","","","","","","",""
"instructions","1","166540","0.0-1.0","610063614e6ba35532307dda","bdp_sd","Mon Mar 27 2023 14:38:52 GMT-0400 (Eastern Daylight Time)","372730","","","","","","[{""page_index"":0,""viewing_time"":166531}]","166532","","","","","","","","","","",""
"survey-text","2","236013","0.0-2.0","610063614e6ba35532307dda","bdp_sd","Mon Mar 27 2023 14:38:52 GMT-0400 (Eastern Daylight Time)","372730","","","","","","","69471","{""Q0"":""Cole D"",""Q1"":""Cara R"",""Q2"":""Casey R"",""Q3"":""Jimmy M"",""Q4"":""Olivia M""}","","","","","","","","","",""
"","","","","610063614e6ba35532307dda","bdp_sd","Mon Mar 27 2023 14:38:52 GMT-0400 (Eastern Daylight Time)","372730","fullscreenenter","3","237655","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","3","238641","0.0-3.0","610063614e6ba35532307dda","bdp_sd","Mon Mar 27 2023 14:38:52 GMT-0400 (Eastern Daylight Time)","372730","","","","","","","","","true","","","","","","","","",""
"instructions","4","273261","0.0-5.0","610063614e6ba35532307dda","bdp_sd","Mon Mar 27 2023 14:38:52 GMT-0400 (Eastern Daylight Time)","372730","","","","","","[{""page_index"":0,""viewing_time"":7548},{""page_index"":1,""viewing_time"":17696},{""page_index"":2,""viewing_time"":9375}]","34619","","","","","","","","","","",""
"image-keyboard-response","5","285466","0.0-6.0-0.0-0.0","610063614e6ba35532307dda","bdp_sd","Mon Mar 27 2023 14:38:52 GMT-0400 (Eastern Daylight Time)","372730","","","","blurwarn","1","","12203","","","","49","","","","","","",""
"html-keyboard-response","6","286226","0.0-6.0-1.0","610063614e6ba35532307dda","bdp_sd","Mon Mar 27 2023 14:38:52 GMT-0400 (Eastern Daylight Time)","372730","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
